name,category,address,phone,website,base_name,base_category,base_address,base_phone,base_website,label
TOPS at SPAR Bergville,liquor_store,106 South St,+27364481240,https://www.topsatspar.co.za/Stores/Store-View/TOPS-Bergville-KwaZulu-Natal,TOPS at SPAR Bergville,beer_wine_and_spirits,18 South St,0364481240,https://www.topsatspar.co.za/Stores/Store-View/TOPS-Bergville-KwaZulu-Natal,1
โรงเรียนวัดจันทร์วิทยา,middle_school,123/5 ถ.สังฆบูชา ต.ในเมือง,,,โรงเรียนวัดคูยาง,school,โรงเรียนวัดคูยาง,+6655711085,http://www.watkuyang.com,0
BAR 75,bar,75 Hythe Street,+441322280438,,Bar Mondo,dance_club,7 copperfields,+447590526775,,0
Chick-fil-A,fast_food_restaurant,1002 Keller Pkwy,+18175625561,https://www.chick-fil-a.com/locations/tx/keller?utm_source=yext&utm_medium=link,Chick-fil-A,fast_food_restaurant,1002 Keller Pkwy,8175625561,http://www.chick-fil-a.com/keller,1
North Liberty Baptist Church,baptist_church,1215 Jordan St,+13196262904,http://www.northlibertybaptist.com/,North Liberty Living Center,apartments,410 Ashley Ct,3196652402,https://www.northlibertylivingcenter.com/,0
Walmart,retail,3801 RUNNING BRK FARM Blvd,8153448727,https://www.walmart.com/store/1377-johnsburg-il/vision-center/,Walmart,mobile_phone_store,3801 Running Brook Farm Blvd,8153447702,,1
UofL Physicians – Primary Care,medical_center,3920 Dutchmans Ln Ste 305,5028994177,https://uoflhealth.org/locations/uofl-physicians-primary-care-3920-dutchmans-ln-305/,UofL Physicians – General Surgery Associates,doctor,3920 Dutchmans Ln Ste 307,5025835948,https://uoflhealth.org/locations/general-surgery-associates-3920-dutchmans-ln/,0
Karp Volvo,used_car_dealer,392 Sunrise Hwy,5167644242,http://www.karpvolvo.com/,Karp Kia,auto_parts_and_supply_store,372 Sunrise Hwy,5167638400,http://www.karpkia.com/,0
Shell,gas_station,11370 State Bridge Rd,+17707726491,https://find.shell.com/us/fuel/10010840-11370-state-bridge-road,Shell,gas_station,11370 State Bridge Rd,7707726491,https://find.shell.com/us/fuel/10010840-11370-state-bridge-road,1
Midas,automotive_repair,120 Boylston St,+16176513240,https://www.midas.com/boston/store.aspx?shopnum=4124&dmanum=116001,Midas,tire_shop,120 Boylston St,6176513240,https://www.midas.com/boston/store.aspx?shopnum=4124&dmanum=116001,1
Triangle Cycles North,motorcycle_dealer,2104 Riverside Dr,+14347998000,https://www.trianglecycles.com/,Triangle Cycles North,motorcycle_dealer,2104 Riverside Dr,4347998000,https://www.trianglecycles.com/,1
Farmacia Marlene - Yaguarón,pharmacy,,,,Farmacia Alegría Yaguarón,pharmacy,"Calle Carlos Antonio López casi Pirayu, Barrio San Francisco,Yaguarón ",+595991779392,,0
Miracle-Ear Hearing Aid Center,medical_supply,7400 Timberlake Rd,+14342150577,https://www.miracle-ear.com/stores-near-me/hearing-aids-lynchburg-va/miracle-ear-hearing-aid-center-timberlake-rd-s10077,Miracle-Ear Hearing Aid Center,hearing_aids,7400 Timberlake Rd,4342150577,https://www.miracle-ear.com/stores-near-me/hearing-aids-lynchburg-va/miracle-ear-hearing-aid-center-timberlake-rd-s10077,1
Rexel,electrical_supply_store,"15 West Aylesbury Road, Unit 100",4105615050,https://www.rexelusa.com/locations/MD/Lutherville-Timonium/3354?utm_source=local-listings&utm_medium=organic&utm_content=bing,Rexel,electrical_supply_store,15 W Aylesbury Rd,4105615050,,1
Pakenham Isuzu UTE,car_dealer,26 Commercial Dr,+61359224111,http://www.pakenhamisuzuute.com.au/,Pakenham Isuzu UTE,used_car_dealer,26 Commercial Drive,0359224111,http://www.pakenhamisuzuute.com.au/,1
Walmart Supercenter,department_store,476999 Highway 95,2082658332,http://www.walmart.com/store/2485-ponderay-id,Walmart,retail,476999 Highway 95,2082658332,http://www.walmart.com/store/2485-ponderay-id/patio-garden,1
Sherwin-Williams,hardware_store,5 Plaistow Rd,+16033780316,https://www.sherwin-williams.com/store-locator/paint-store/plaistow/nh/725042,Sherwin-Williams Paint Store,paint_store,5 Plaistow Rd Ste 5C,6033780316,https://www.sherwin-williams.com/store-locator/paint-store/plaistow/nh/725042,1
ICarePetCrem,funeral_services_and_cemeteries,22 Longridge Road,+441501701158,http://www.icarepetcrem.co.uk/,Icare Pet Crem,pet_services,22 Longridge Road,01501741626,http://www.icarepetcrem.co.uk/,1
Walmart Pharmacy,vitamins_and_supplements,160 Pooler Pkwy,+19127481371,https://www.walmart.com/store/2860/pooler-ga/details,Walmart,pharmacy,160 Pooler Pkwy,9127481371,https://www.walmart.com/store/2860-pooler-ga/pharmacy/,0
The Iowa Clinic Cardiology - West Des Moines Campus,hospital,5950 University Ave,+15158759090,,The Iowa Clinic Spine Center - West Des Moines Campus,orthopedist,5950 University Ave,5158759888,https://www.iowaclinic.com/spine-center/,0
串カツ田中南砂町店,bar,東京都江東区新砂３丁目３−５３,+815017055665,https://kushi-tanaka.com/restaurant/detail/minamisunamachi,串カツ田中 南砂町店,restaurant,"江東区, 新砂3丁目3-53",0366667786,https://kushi-tanaka.com/restaurant/detail/minamisunamachi,1
Marbella Now with Nicole King,,"Avenida de Ricardo Soriano, 12",,http://www.nicoleking.es/,Marbella Maison,real_estate_agent,"Avenida de Ricardo Soriano, 20",+34952887750,http://www.marbellamaison.com/,0
Little Stardust,beauty_salon,"Shop210C, 2F, K11 Musea, Victoria Dockside",+85255038850,http://www.littlestardusthk.com/,Little BEDU,restaurant,2 Gough St,+85268251137,http://bedurestaurant.com/,0
"CrossCountry Mortgage, LLC - Melissa Lee",mortgage_lender,7313 Merchant Ct,8777731226,https://www.melissablee.com/,"CrossCountry Mortgage, LLC - Deanna Gilman",mortgage_lender,7313 Merchant Ct,8777731226,https://www.ccm.com/deanna-gilman,0
Gate City Bank,bank_credit_union,720 Main St,+17016523147,https://www.gatecitybank.com,Gate City Bank,bank_credit_union,720 Main St,7016523147,https://www.gatecity.bank/locations/carrington/,1
Schnucks Bakery,supermarket,10399 N Centerway,+13096217340,https://locations.schnucks.com/il-peoria-741,Schnucks Knoxville,pharmacy,10405 N Centerway Dr,3096217342,https://www.schnucks.com/web/pharmacy/,0
"Bridgetown, Barbados",home_developer,Av 7 Town,,,Bridgetown Harbor,active_life,,,,0
Enterprise Rent-A-Car,car_rental_agency,221 N Alpine Rd,+17792083919,https://www.enterprise.com/en/car-rental-locations/us/il/rockford-n-alpine-rd-6240.html?mcid=yext%3A245709,Enterprise Rent-A-Car,travel,221 N Alpine Rd,7792083919,,1
U-Haul Neighborhood Dealer,truck_rentals,3046 Myersville Rd,3305951108,https://www.uhaul.com/Locations/Truck-Rentals-near-Uniontown-OH-44685/033038/?utm_source=Bing&utm_medium=primary&utm_campaign=listingmanagement&utm_content=033038,U-Haul Neighborhood Dealer,truck_rentals,3046 Myersville Rd,3305951108,https://www.uhaul.com/Locations/Truck-Rentals-near-Uniontown-OH-44685/033038/,1
Commonwealth Plastic Surgery,plastic_surgeon,715 Shaker Dr,+18592779435,http://dowdenplasticsurgery.com/,Commonwealth Plastic Surgery,medical_spa,715 Shaker Dr Ste 100,8592779435,https://www.commonwealthplastics.com/,1
Paddy Power,betting_center,229 London Road,+448000565275,http://www.paddypower.com,Paddy Power,betting_center,229-231 London Road,08000565275,https://locator.pponside.com/store/London%20Road%20Croydon,1
Oltner SHOP,supermarket,Ringstrasse 54,+41799330369,https://www.eat.ch/restaurant/oltner-shop/menu/4600,Oltner Tagblatt,arts_and_entertainment,Baslerstrasse 44,+41582004711,https://www.oltnertagblatt.ch/services/impressum/oltner-tagblatt-impressum-ld.1276409,0
uBreakiFix,mobile_phone_repair,832 W Benjamin Holt Dr,2093076610,http://www.ubreakifix.com/locations/stockton,uBreakiFix - Phone and Computer Repair,mobile_phone_repair,832 W Benjamin Holt Dr,2093076610,https://www.ubreakifix.com/locations/stockton/,1
Chase Mortgage,mortgage_lender,6782 Hickory Flat Hwy,7704790197,https://www.chase.com/mortgage/loan-officer,Chase Bank,bank_credit_union,6782 Hickory Flat Hwy,7704790197,https://locator.chase.com/ga/canton/6782-hickory-flat-hwy?jp_cmp=rb%2FLocalListings%2Faff%2Fbranch%2Fna&y_source=1_MjA0MjEzOS00ODMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,0
Big Lots,discount_store,751 Dominion Sq Shopping Ctr,+15407270833,https://local.biglots.com/va/culpeper/751-dominion-square-shopping-center,Big Lots,discount_store,751 Dominion Square Shopping Center,5407270833,https://local.biglots.com/va/culpeper/751-dominion-square-shopping-center,1
Vitalzentrum Kühlmuss & Grabbe,hospital,Erwin-Böhme-Straße 19,+4955319824169,https://vitalzentren.com/kontakt/holzminden/,Vitalzentrum Holzminden,medical_supply,Erwin-Böhme-Str. 19,055319824169,http://www.vitalzentren.com/,1
Sally Beauty,beauty_product_supplier,6848 Suwannee Plaza Ln,3863644648,https://stores.sallybeauty.com/fl/liveoak/beauty-supply-liveoak-fl-2502.html,Sally Beauty,beauty_product_supplier,6848 Suwannee Plaza Ln,3863644648,https://stores.sallybeauty.com/fl/liveoak/beauty-supply-liveoak-fl-2502.html,1
The Bristol Hotel,resort,115 Country Music Way,2766963535,https://www.bristolhotelva.com/?utm_medium=organic&utm_source=yext&utm_campaign=website,The Bristol Hotel,resort,510 Birthplace Of Country Music Way,2766963535,https://www.bristolhotelva.com/,1
Steers,burger_restaurant,"Suncoast Casino, 1 Battery Beach Rd",0313329770,https://location.steers.co.za/suncoast-casino?y_source=1_MTI0MzAyNDYtNDgzLWxvY2F0aW9uLndlYnNpdGU%3D,Steve,,"Onomo Hotel, 56 KE Masinga Rd",+27784290260,,0
Trường Mầm Non Bình Minh - Hoàn Kiếm,school,Phố Hàng Bông 55,+842438267541,http://mnbinhminh.hoankiem.edu.vn/,Trường Mầm Non Đinh Tiên Hoàng,education,47 Phố Đinh Tiên Hoàng,+842439942594,,0
The Village Florist,flowers_and_gifts_shop,12317 Judson Rd,+12105902028,http://thevillagefloristtx.com/,The Village Florist,florist,12315 Judson Rd #308,2105902028,https://www.thevillagefloristtx.com/,1
Pharmasave Holyrood Pharmacy and Telehealth Medical Clinic,pharmacy,9020 75 St NW,+17804402066,https://pharmasave.com/edmonton-holyrood/,Pharmasave Holyrood,pharmacy,9020 - 75 Street N.W.,7804402066,https://pharmasave.com/edmonton-holyrood,1
Burger King,beverage_supplier,290 Main St,6077973527,http://www.bk.com/?utm_source=LOCATIONiq&utm_medium=locallstgs&utm_campaign=2013,Burger King,beverage_supplier,290 Main St,6077973407,https://burgerking.com/store-locator/store/restaurant_3794,1
La Cucina Piccola,italian_restaurant,178 Eagle Rock Ave,+19738303163,http://lacucinapiccola.com/,LA CUCINA PICCOLA,restaurant,178 Eagle Rock Ave,9738303163,https://www.lacucinapiccolatogo.com/?utm_source=bing&utm_medium=websiteurl&utm_campaign=search,1
Circle K,convenience_store,7800 St Andrews Church Rd,+15024476177,https://www.circlek.com/store-locator/us/louisville/7800-st-andrews-church-rd/m3235,Circle K,convenience_store,9737 Old Third St Rd,5029955111,https://www.circlek.com/store-locator/US/louisville/9737-old-3rd-st-rd/4703325,1
Right Aid Home Care,retirement_home,305 S 60th St,+12154843377,http://www.rightaidhomecareagency.com/,Right Aid Home Care Agency,home_health_care,305 S 60th St,2154223330,https://www.rightaidhomecareagency.com/,1
Muğla Apart,hotel,Muğla Menteşe,+905326020703,http://www.muglaapart.net/,Muğla Yedam,community_services_non_profits,Şeyh Mahallesi Koca Mustafa Efendi Caddesi ,,,0
Fistral Beach Holiday Apartment,,Esplanade Road,01752564404,http://www.fistralbeachapartment.co.uk/,Fistral Beach Hotel And Spa,day_spa,Esplanade Road,01637852221,https://www.fistralbeachhotel.co.uk/,0
Office Depot Tech,it_support_snd_service,317 NE Vivion Road Northland Cors,8168954854,https://www.officedepot.com/storelocator/mo/kansas-city/officemax-6306/tech-services/?utm_source=bing&utm_medium=organic&utm_campaign=local_6306_website_tech,Office Depot Print & Copy,printing_services,317 NE Vivion Rd,8168954853,https://www.officedepot.com/storelocator/mo/kansas-city/office-depot-6306/print-services,0
Ross Dress for Less,department_store,6068 Marsha Sharp Fwy,+18067717838,https://www.rossstores.com/,Ross Dress for Less,clothing_store,6068 Marsha Sharp Fwy,8067717838,http://www.rossstores.com/,1
U.S. Bancorp Investments - Financial Advisors: Reno,,1 E Liberty St,7756886741,https://www.usbank.com/wealth-management/find-an-advisor/nv/reno?utm_source=bing&utm_medium=organic&utm_campaign=bing_listing,U.S. Bank,bank_credit_union,300 1 E Liberty St,7756886603,https://locations.usbank.com/index/nevada/reno/reno-main-branch.html?utm_source=directory&utm_medium=listing&utm_campaign=visit%20website,0
Pet Me Scratch Me,pet_groomer,4222 Mormon Coulee Rd,+16083155677,http://www.petmescratchme.com/?utm_source=Facebook&utm_medium=Yext&cp=6083155711&y_source=1_MTU3OTA0NjEtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D,Pet Me Scratch Me - La Crosse,pet_boarding,4222 Mormon Coulee Rd,6083155677,http://www.petmescratchme.com/,1
Karimnagar Kidney Centre,health_and_medical,Sawaran Street ,+917729880451,,Karimnagar,community_center,8f60b03a0db47b1,,https://www.karimnagar2u.com/info/,0
Tango Animal Hospital,pet_groomer,11213 Route 29 Ste N,7038770701,https://tangoanimalhospital.com/,Tango Animal Hospital,pet_groomer,11213 Lee Highway p,7038770701,https://tangoanimalhospital.com/,1
Kristrup Kirke,church_cathedral,Kristrupvej 129,+4586425016,http://www.kristrupkirke.dk/,Kristrupcentret,retirement_home,Byvænget 12,+4589152761,https://kristrupcentret.randers.dk,0
Arnold's Service & Towing,auto_restoration_services,715 W Wisconsin St,6082694241,,Arnold's Service & Towing,auto_restoration_services,715 W Wisconsin St,6086965041,http://arnoldsservicesandtowing.com/,1
Edificio Mirage,parking,,,http://ec.parkopedia.com/aparcamiento/garaje/edificio_mirage/170109/quito/?vendor=here,Edificio Torre Sol Verde,event_planning,Av. 12 de octubre,,,0
Houston Methodist Emergency Care Center in Sienna Plantation,hospital,8200 Highway 6,+17134413724,https://www.houstonmethodist.org/locations/emergency-care-centers/sienna-plantation/,Houston Methodist Emergency Care Center in Sienna Plantation,emergency_room,8200 Highway 6,7134413724,https://www.houstonmethodist.org/locations/emergency-care-centers/sienna-plantation/,1
Northside Gwinnett Women's Center - Labor And Delivery,hospital,550 Medical Center Blvd,+16783124790,https://www.sgmc.org/services/obstetrics/delivery.aspx,Northside Gwinnett Hospital,hospital,,,,0
SKH Locksmiths & Security LLC,key_and_locksmith,469 Lincoln Ave,2154429191,https://skhlock.com/,SKH Locksmiths,key_and_locksmith,469 Lincoln Ave,2154429191,http://skhlocksmiths.com/,1
Saigon Homes,real_estate_service,"78 Cong Quynh street, district 1",,,Saigon Party Venue,professional_services,19 Hẻm 17 Đường Đỗ Quang Đẩu,,,0
The Mill at First Hill,apartments,1000 8th Ave,2066822288,https://www.themillatfirsthill.com/,The Mill at First Hill,apartments,1000 8th Ave,2062380034,https://www.elevatetosequoia.com/apartments/wa/seattle/the-mill-at-first-hill/?utm_source=bingPlaces&utm_medium=organic,1
Repco,automotive_parts_and_accessories,29 Iraci Cres,+61740309500,http://www.repco.com.au/,Repco Authorised Car Service Weipa,,29 Iraci Crescent,0742145365,http://www.gulfpartsandservice.repcoservice.net/,1
AdventHealth Medical Group OB GYN at Deltona,obstetrician_and_gynecologist,1745 Sterling Silver Blvd Ste 104,4073035204,https://www.adventhealth.com/find-a-location,AdventHealth Medical Group GYN Surgery at Deltona,women's_health_clinic,1745 Sterling Silver Blvd Ste 104,3867404015,,1
Enterprise Rent-A-Car,car_rental_agency,505 Brookway Blvd,+16018351363,https://www.enterprise.com/en/car-rental-locations/us/ms/brookhaven-55d2.html?mcid=yext%3A245709,Enterprise Rent-A-Car,travel,505 Brookway Blvd,6018351363,https://www.enterprise.com/en/car-rental-locations/us/ms/brookhaven-55d2.html?mcid=yext:245709,1
Søstrene Grene,flowers_and_gifts_shop,Annastraße 39,+4915738387292,https://sostrenegrene.com/de,Søstrene Grene,online_shop,Annastr. 39,,https://sostrenegrene.com/de/laden,1
Painting with a Twist,fair,1112 Oakridge Dr Ste 107,9708255131,https://www.paintingwithatwist.com/studio/fort-collins/,Painting with a Twist,fair,1112 Oakridge Dr,9708255131,,1
Wye Water Services,plumbing,"14C Rockfield Rd, Hr1 2Ua",07778167829,https://www.wyewaterservices.co.uk/,Wye Water Services,plumbing,14C Rockfield Road,01432277114,https://www.wyewaterservices.co.uk/,1
Herramientas Oriente,hardware_store,Calle Lago Tequesquitengo 22,+525529484843,https://goo.gl/maps/fk3WrM7g6oT8T79y6,Herramientas Rangel,hardware_store,Lago Tequesquitengo 9,+525544900792,,0
Raising Cane's,fast_food_restaurant,8020 Burlington Pike,+18597574443,https://locations.raisingcanes.com/ky/florence/8020-burlington-pike,Raising Cane's Chicken Fingers,chicken_wings_restaurant,8020 Burlington Pike,8597574443,https://www.raisingcanes.com/locations/c755,1
Condomínio Edifício Cote Dazur,property_management,"Rua Marguerite Louise Riecheiman, 80",+5511955656804,,Condomínio Edifício Residencial Casa Nobre,accommodation,"Rua Sassaki, 50",+551155629532,,0
"Country Inn & Suites by Radisson, Willmar, MN",resort,201 28th Ave SE,3202140300,https://www.radissonhotelsamericas.com/en-us/hotels/country-inn-willmar-mn?cid=a:rf+b:yex+c:amer+i:local+e:cis+d:us+f:en-US+h:MNWILLMA,"Country Inn & Suites by Radisson, Willmar, MN",resort,201 28th Ave SE,3202140300,,1
Wood Dale Pet Pharmacy,pharmacy,232 E Irving Park Rd,+16305090909,http://wooddalepharmacy.com/,Wood Dale Citgo,gas_station,217 E Irving Park Rd,+16305954233,http://www.citgo.com/,0
Owensboro Health Medical Group Cardiothoracic Surgery,cardiovascular_and_thoracic_surgeon,1301 Pleasant Valley Rd Ste 201,2704177510,https://www.owensborohealth.org/locations/profile/?id=161,Owensboro Health Medical Group Physical Medicine & Rehabilitation,medical_center,1301 Pleasant Valley Rd Ste 500,2704177925,https://www.owensborohealth.org/locations/profile/?id=174,0
